Type,Subcarrier Spacing,Symbol time,Subcarriers FFT,CP length,Average Received Power (mW),Threshold,SNR,Average Signal Power,Average Noise Power
Barrage,244.141,0.004096,1024,64,295.259,1,4.86162,-0.545898,-5.40752
Barrage,244.141,0.004096,1024,64,285.304,1,4.88661,-0.540469,-5.42708
Barrage,244.141,0.004096,1024,64,263.458,1,4.91527,-0.536646,-5.45191
Barrage,488.281,0.002048,512,64,251.042,1,4.92983,-0.535166,-5.465
Barrage,488.281,0.002048,512,64,249.788,1,4.9592,-0.532487,-5.49169
Barrage,488.281,0.002048,512,64,249.721,1,4.98455,-0.530251,-5.5148
Barrage,976.562,0.001024,256,64,244.999,1,4.99532,-0.529,-5.52432
Barrage,976.562,0.001024,256,32,264.28,1,5.01086,-0.526011,-5.53687
Barrage,976.562,0.001024,256,64,279.068,1,5.02298,-0.521996,-5.54498
Barrage,488.281,0.002048,512,64,317.307,1,5.0414,-0.515034,-5.55644
Barrage,7812.5,0.000128,32,64,287.229,1,5.05144,-0.512493,-5.56393
Barrage,976.562,0.001024,256,16,247.65,1,5.07204,-0.510111,-5.58216
Barrage,244.141,0.004096,1024,64,227.636,1,5.09288,-0.509445,-5.60232
Barrage,488.281,0.002048,512,64,230.395,1,5.1045,-0.508968,-5.61347
Barrage,488.281,0.002048,512,64,229.574,1,5.1304,-0.507363,-5.63777
Barrage,976.562,0.001024,256,64,255.509,1,5.15617,-0.5039,-5.66007
Barrage,244.141,0.004096,1024,64,275.113,1,5.17653,-0.499079,-5.67561
Barrage,976.562,0.001024,256,64,297.19,1,5.18425,-0.496232,-5.68048
Barrage,1953.12,0.000512,128,32,315.061,1,5.20024,-0.489663,-5.6899
Barrage,244.141,0.004096,1024,64,289.353,1,5.21427,-0.484983,-5.69925
Barrage,244.141,0.004096,1024,64,293.161,1,5.2238,-0.482501,-5.7063
Barrage,976.562,0.001024,256,64,286.467,1,5.24764,-0.478046,-5.72568
Barrage,3906.25,0.000256,64,32,266.885,1,5.27437,-0.475046,-5.74942
Barrage,244.141,0.004096,1024,64,253.068,1,5.30231,-0.472536,-5.77485
Barrage,488.281,0.002048,512,64,247.817,1,5.31531,-0.471448,-5.78676
Barrage,1953.12,0.000512,128,64,249.046,1,5.33665,-0.469522,-5.80617
Barrage,488.281,0.002048,512,64,258.268,1,5.35238,-0.467087,-5.81946
Barrage,488.281,0.002048,512,32,273.357,1,5.35799,-0.465489,-5.82348
Barrage,976.562,0.001024,256,64,290.423,1,5.36817,-0.462049,-5.83022
Barrage,244.141,0.004096,1024,64,310.098,1,5.38382,-0.456421,-5.84024
Barrage,976.562,0.001024,256,16,275.619,1,5.3999,-0.453709,-5.85361
Barrage,488.281,0.002048,512,64,305.078,1,-2.55968,-8.67767,-6.11799
Barrage,488.281,0.002048,512,64,299.445,1,-2.40238,-7.67609,-5.27371
Barrage,244.141,0.004096,1024,64,240.327,1,-2.03056,-6.40366,-4.3731
Barrage,244.141,0.004096,1024,64,226.695,1,-1.68213,-5.57494,-3.89281
Barrage,244.141,0.004096,1024,64,231,1,-1.37817,-4.9533,-3.57513
Barrage,488.281,0.002048,512,64,247.726,1,-1.24419,-4.68534,-3.44115
Barrage,976.562,0.001024,256,16,263.343,1,-1.02274,-4.20211,-3.17937
Barrage,488.281,0.002048,512,64,296.576,1,-0.848094,-3.78935,-2.94126
Barrage,244.141,0.004096,1024,64,306.331,1,-0.771687,-3.60575,-2.83406
Barrage,488.281,0.002048,512,64,290.973,1,-0.610465,-3.30421,-2.69375
Barrage,488.281,0.002048,512,64,287.638,1,-0.433119,-3.05842,-2.6253
Barrage,488.281,0.002048,512,64,275.249,1,-0.240546,-2.85082,-2.61028
Barrage,488.281,0.002048,512,64,259.483,1,-0.14102,-2.76368,-2.62266
Barrage,488.281,0.002048,512,64,255.294,1,0.0558635,-2.60743,-2.66329
Barrage,488.281,0.002048,512,64,252.552,1,0.241603,-2.47147,-2.71307
Barrage,976.562,0.001024,256,16,255.065,1,0.326855,-2.40869,-2.73555
Barrage,976.562,0.001024,256,64,259.527,1,0.478355,-2.29451,-2.77286
Barrage,244.141,0.004096,1024,64,265.268,1,0.602507,-2.18659,-2.7891
Barrage,976.562,0.001024,256,64,273.704,1,0.684169,-2.11513,-2.7993
Barrage,244.141,0.004096,1024,64,313.251,1,0.774503,-2.02912,-2.80362
Barrage,488.281,0.002048,512,64,312.207,1,0.892011,-1.93119,-2.8232
Barrage,488.281,0.002048,512,64,256.771,1,1.01899,-1.85814,-2.87713
Barrage,244.141,0.004096,1024,64,239.134,1,1.08285,-1.82901,-2.91186
Barrage,244.141,0.004096,1024,64,233.57,1,1.21084,-1.7756,-2.98643
Barrage,244.141,0.004096,1024,64,222.901,1,1.33573,-1.72483,-3.06056
Barrage,244.141,0.004096,1024,64,252.404,1,1.45398,-1.66734,-3.12132
Barrage,1953.12,0.000512,128,64,286.179,1,1.5073,-1.63562,-3.14292
Barrage,244.141,0.004096,1024,64,294.918,1,1.60129,-1.57039,-3.17168
Barrage,244.141,0.004096,1024,64,318.766,1,1.67974,-1.50946,-3.1892
Barrage,1953.12,0.000512,128,32,282.126,1,1.72275,-1.48373,-3.20648
Barrage,244.141,0.004096,1024,64,281.498,1,1.80706,-1.43854,-3.2456
Barrage,488.281,0.002048,512,64,275.107,1,1.90087,-1.3973,-3.29817
Barrage,488.281,0.002048,512,64,251.745,1,1.9497,-1.37981,-3.32951
Barrage,488.281,0.002048,512,64,249.526,1,2.04905,-1.34694,-3.39599
Barrage,244.141,0.004096,1024,64,244.036,1,2.14486,-1.31599,-3.46086
Barrage,488.281,0.002048,512,64,256.608,1,2.23058,-1.28685,-3.51744
Barrage,488.281,0.002048,512,64,251.589,1,2.26832,-1.2734,-3.54172
Barrage,488.281,0.002048,512,64,265.129,1,2.33345,-1.24486,-3.57831
Barrage,244.141,0.004096,1024,64,282.172,1,2.37358,-1.22439,-3.59797
Barrage,976.562,0.001024,256,64,281.157,1,2.42467,-1.19541,-3.62008
Barrage,244.141,0.004096,1024,64,291.381,1,2.49336,-1.16068,-3.65404
Barrage,244.141,0.004096,1024,64,270.645,1,2.56742,-1.13609,-3.70351
Barrage,488.281,0.002048,512,64,240.33,1,2.64125,-1.11848,-3.75973
Barrage,244.141,0.004096,1024,64,229.131,1,2.67821,-1.11075,-3.78897
Barrage,488.281,0.002048,512,64,229.239,1,2.73746,-1.0981,-3.83556
Barrage,488.281,0.002048,512,64,249.767,1,2.82582,-1.07312,-3.89893
Barrage,1953.12,0.000512,128,64,267.259,1,2.85994,-1.06001,-3.91994
Barrage,244.141,0.004096,1024,64,303.021,1,2.9194,-1.03124,-3.95064
Barrage,1953.12,0.000512,128,64,328.293,1,2.96781,-1.0034,-3.9712
Barrage,976.562,0.001024,256,64,290.494,1,3.01812,-0.982096,-4.00022
Barrage,244.141,0.004096,1024,64,286.734,1,3.04631,-0.972047,-4.01836
Barrage,244.141,0.004096,1024,64,282.68,1,3.10926,-0.952902,-4.06216
Barrage,3906.25,0.000256,64,64,258.59,1,3.17625,-0.937597,-4.11385
Barrage,488.281,0.002048,512,64,253.303,1,3.21035,-0.930499,-4.14084
Barrage,488.281,0.002048,512,64,251.421,1,3.2749,-0.916847,-4.19175
Barrage,976.562,0.001024,256,16,256.107,1,3.33203,-0.903711,-4.23574
Barrage,488.281,0.002048,512,64,263.519,1,3.3762,-0.891021,-4.26722
Barrage,244.141,0.004096,1024,64,265.36,1,3.39551,-0.884013,-4.27952
Barrage,244.141,0.004096,1024,64,286.361,1,3.43299,-0.869383,-4.30237
Barrage,244.141,0.004096,1024,64,307.533,1,3.47327,-0.850943,-4.32421
Barrage,1953.12,0.000512,128,32,299.027,1,3.49585,-0.843319,-4.33917
Barrage,1953.12,0.000512,128,64,266.547,1,3.54213,-0.832736,-4.37486
Barrage,976.562,0.001024,256,32,240.322,1,3.58932,-0.826158,-4.41547
Barrage,244.141,0.004096,1024,64,230.711,1,3.6366,-0.820635,-4.45724
Barrage,976.562,0.001024,256,64,228.108,1,3.66054,-0.817335,-4.47788
Barrage,488.281,0.002048,512,64,243.402,1,3.70964,-0.807514,-4.51715
Barrage,488.281,0.002048,512,64,282.814,1,3.75335,-0.793359,-4.54671
Barrage,244.141,0.004096,1024,64,290.999,1,3.77147,-0.785073,-4.55654
Barrage,244.141,0.004096,1024,64,311.385,1,3.80165,-0.769698,-4.57135
Barrage,488.281,0.002048,512,64,278.786,1,3.83523,-0.758279,-4.59351
Barrage,488.281,0.002048,512,64,280.496,1,3.87391,-0.747839,-4.62175
Barrage,244.141,0.004096,1024,64,273.105,1,3.89619,-0.74307,-4.63926
Barrage,244.141,0.004096,1024,64,260.996,1,3.94334,-0.735016,-4.67836
Barrage,488.281,0.002048,512,64,245.555,1,3.99063,-0.72807,-4.7187
Barrage,488.281,0.002048,512,64,247.662,1,4.0137,-0.724334,-4.73803
Barrage,244.141,0.004096,1024,64,251.063,1,4.0531,-0.717556,-4.77066
Barrage,488.281,0.002048,512,64,257.443,1,4.08306,-0.710566,-4.79362
Barrage,976.562,0.001024,256,64,285.132,1,4.09573,-0.706164,-4.8019
Barrage,976.562,0.001024,256,64,289.607,1,4.12033,-0.697398,-4.81773
Barrage,488.281,0.002048,512,64,312.908,1,4.15127,-0.683625,-4.83489
Barrage,488.281,0.002048,512,32,292.487,1,4.1869,-0.674453,-4.86136
Barrage,488.281,0.002048,512,64,271.663,1,4.20571,-0.671388,-4.8771
Barrage,1953.12,0.000512,128,64,240.002,1,4.24155,-0.667675,-4.90923
Barrage,488.281,0.002048,512,64,229.865,1,4.27763,-0.664947,-4.94258
Barrage,976.562,0.001024,256,32,237.387,1,4.29658,-0.663,-4.95958
Barrage,488.281,0.002048,512,64,247.717,1,4.33578,-0.656279,-4.99206
Barrage,488.281,0.002048,512,64,290.194,1,4.37026,-0.645943,-5.0162
Barrage,488.281,0.002048,512,64,315.383,1,4.39771,-0.633896,-5.03161
Barrage,244.141,0.004096,1024,64,312.761,1,4.40995,-0.628615,-5.03857
Barrage,488.281,0.002048,512,64,276.909,1,4.43246,-0.621509,-5.05397
Barrage,976.562,0.001024,256,32,281.739,1,4.46475,-0.613672,-5.07843
Barrage,488.281,0.002048,512,64,264.758,1,4.48303,-0.610464,-5.09349
Barrage,244.141,0.004096,1024,64,259.555,1,4.52199,-0.605065,-5.12705
Barrage,244.141,0.004096,1024,64,246.179,1,4.5611,-0.600392,-5.16149
Barrage,7812.5,0.000128,32,64,257.363,1,4.59642,-0.595686,-5.1921
Barrage,244.141,0.004096,1024,64,255.846,1,4.61112,-0.593291,-5.20441
Barrage,244.141,0.004096,1024,64,263.516,1,4.63367,-0.588224,-5.22189
Barrage,976.562,0.001024,256,32,271.266,1,4.65088,-0.582896,-5.23377
Barrage,244.141,0.004096,1024,64,275.452,1,4.66042,-0.579861,-5.24028
Barrage,244.141,0.004096,1024,64,325.225,1,4.68351,-0.570437,-5.25394
Barrage,488.281,0.002048,512,64,283.885,1,4.71113,-0.564384,-5.27551
Barrage,488.281,0.002048,512,64,249.254,1,4.738,-0.562164,-5.30016
Barrage,1953.12,0.000512,128,64,240.664,1,4.75114,-0.561662,-5.3128
Barrage,488.281,0.002048,512,64,228.458,1,4.77801,-0.560545,-5.33855
Barrage,976.562,0.001024,256,64,245.342,1,4.80792,-0.557605,-5.36552
Barrage,488.281,0.002048,512,64,277.862,1,4.82273,-0.555134,-5.37787
Barrage,244.141,0.004096,1024,64,281.439,1,4.84849,-0.548444,-5.39693
Barrage,488.281,0.002048,512,64,307.356,1,4.86743,-0.540098,-5.40752
Barrage,244.141,0.004096,1024,64,315.43,1,4.88617,-0.533079,-5.41925
Barrage,488.281,0.002048,512,64,295.308,1,4.89495,-0.530836,-5.42579
Barrage,488.281,0.002048,512,64,274.269,1,4.91579,-0.527557,-5.44335
Barrage,488.281,0.002048,512,32,247.17,1,4.94043,-0.525715,-5.46614
Barrage,488.281,0.002048,512,64,244.033,1,4.95449,-0.5247,-5.47919
Barrage,488.281,0.002048,512,64,244.05,1,4.98622,-0.521661,-5.50788
Barrage,488.281,0.002048,512,64,260.788,1,5.01803,-0.517358,-5.53538
Barrage,488.281,0.002048,512,64,269.24,1,5.03176,-0.514722,-5.54648
Barrage,244.141,0.004096,1024,64,289.328,1,5.0554,-0.508167,-5.56357
Barrage,244.141,0.004096,1024,64,309.17,1,5.07221,-0.502058,-5.57426
Barrage,976.562,0.001024,256,16,313.244,1,5.09066,-0.495063,-5.58573
Barrage,488.281,0.002048,512,64,296.127,1,5.10119,-0.492146,-5.59334
Barrage,488.281,0.002048,512,64,271.361,1,5.12647,-0.487728,-5.6142
Barrage,488.281,0.002048,512,64,262.558,1,5.15449,-0.484906,-5.63939
Barrage,7812.5,0.000128,32,64,252.922,1,5.16778,-0.484158,-5.65194
Barrage,976.562,0.001024,256,16,239.982,1,5.1901,-0.483415,-5.67352
Barrage,244.141,0.004096,1024,64,248.333,1,5.20923,-0.482341,-5.69157
Barrage,244.141,0.004096,1024,64,270.319,1,5.22445,-0.479639,-5.70409
Barrage,244.141,0.004096,1024,64,290.153,1,5.23248,-0.477138,-5.70961
Barrage,488.281,0.002048,512,64,311.474,1,5.24772,-0.470724,-5.71845
Barrage,488.281,0.002048,512,64,300.608,1,5.25891,-0.467149,-5.72606
Barrage,488.281,0.002048,512,32,265.321,1,5.26426,-0.466175,-5.73043
Barrage,976.562,0.001024,256,16,253.327,1,5.27878,-0.465075,-5.74385
Barrage,488.281,0.002048,512,64,242.658,1,5.29742,-0.464285,-5.7617
Barrage,244.141,0.004096,1024,64,239.34,1,5.31997,-0.463042,-5.78302
Barrage,488.281,0.002048,512,64,249.559,1,5.33152,-0.46217,-5.79369
Barrage,976.562,0.001024,256,16,254.774,1,5.35321,-0.459633,-5.81284
Barrage,244.141,0.004096,1024,64,274.82,1,5.37093,-0.455709,-5.82664
Barrage,488.281,0.002048,512,64,299.957,1,5.37736,-0.45339,-5.83075
Barrage,488.281,0.002048,512,64,281.692,1,5.38769,-0.44972,-5.83741
Barrage,976.562,0.001024,256,16,315.734,1,5.40429,-0.443413,-5.8477
Barrage,488.281,0.002048,512,64,308.007,1,-2.65394,-8.74019,-6.08625
Barrage,488.281,0.002048,512,64,304.49,1,-2.4765,-7.70734,-5.23083
Barrage,244.141,0.004096,1024,64,260.348,1,-2.15161,-6.55567,-4.40406
Barrage,488.281,0.002048,512,64,232.539,1,-1.73715,-5.57908,-3.84193
Barrage,488.281,0.002048,512,64,225.588,1,-1.42517,-4.97356,-3.54839
Barrage,244.141,0.004096,1024,64,236.801,1,-1.288,-4.71754,-3.42954
Barrage,244.141,0.004096,1024,64,255.565,1,-1.05583,-4.24794,-3.19211
Barrage,976.562,0.001024,256,64,287.967,1,-0.879,-3.83619,-2.95719
Barrage,488.281,0.002048,512,64,300.672,1,-0.802806,-3.65121,-2.8484
Barrage,976.562,0.001024,256,32,330.635,1,-0.639183,-3.35482,-2.71564
Barrage,488.281,0.002048,512,64,278.844,1,-0.461589,-3.12353,-2.66195
Barrage,488.281,0.002048,512,32,267.188,1,-0.270521,-2.92241,-2.65189
Barrage,244.141,0.004096,1024,64,257.546,1,-0.172003,-2.83341,-2.66141
Barrage,976.562,0.001024,256,64,254.119,1,0.0225025,-2.6755,-2.69801
Barrage,1953.12,0.000512,128,64,250.771,1,0.205632,-2.5356,-2.74123
Barrage,488.281,0.002048,512,64,254.476,1,0.289661,-2.47,-2.75966
Barrage,488.281,0.002048,512,64,256.259,1,0.440548,-2.34978,-2.79033
Barrage,488.281,0.002048,512,64,273.845,1,0.566893,-2.23898,-2.80587
Barrage,976.562,0.001024,256,16,284.211,1,0.647003,-2.16516,-2.81216
Barrage,488.281,0.002048,512,64,309.064,1,0.735847,-2.07854,-2.81439
Barrage,1953.12,0.000512,128,64,319.935,1,0.851796,-1.973,-2.82479
Barrage,976.562,0.001024,256,16,285.946,1,0.98147,-1.8915,-2.87297
Barrage,488.281,0.002048,512,64,270.107,1,1.04775,-1.8594,-2.90716
Barrage,1953.12,0.000512,128,4,240.903,1,1.17593,-1.80448,-2.98041
Barrage,244.141,0.004096,1024,64,227.253,1,1.29859,-1.75527,-3.05386
Barrage,488.281,0.002048,512,32,234.809,1,1.4147,-1.70189,-3.1166
Barrage,1953.12,0.000512,128,64,272.399,1,1.46866,-1.67115,-3.13981
Barrage,488.281,0.002048,512,64,294.003,1,1.56231,-1.60356,-3.16587
Barrage,244.141,0.004096,1024,64,316.704,1,1.64095,-1.5395,-3.18046
Barrage,488.281,0.002048,512,64,331.522,1,1.68266,-1.51293,-3.19559
Barrage,488.281,0.002048,512,64,266.469,1,1.76552,-1.46991,-3.23543
Barrage,244.141,0.004096,1024,64,261.227,1,1.85887,-1.43077,-3.28964
Barrage,7812.5,0.000128,32,16,261.028,1,1.90859,-1.41199,-3.32058
Barrage,244.141,0.004096,1024,64,251.878,1,2.00908,-1.37782,-3.3869
Barrage,976.562,0.001024,256,64,246.942,1,2.10588,-1.3453,-3.45118
Barrage,244.141,0.004096,1024,64,259.497,1,2.19491,-1.31197,-3.50688
Barrage,488.281,0.002048,512,64,263.599,1,2.23449,-1.29556,-3.53005
Barrage,244.141,0.004096,1024,64,269.756,1,2.30026,-1.26439,-3.56465
Barrage,3906.25,0.000256,64,64,271.792,1,2.34077,-1.24405,-3.58483
Barrage,488.281,0.002048,512,64,299.652,1,2.38997,-1.21655,-3.60652
Barrage,488.281,0.002048,512,64,308.166,1,2.45609,-1.18095,-3.63705
Barrage,488.281,0.002048,512,64,279.38,1,2.53009,-1.15634,-3.68643
Barrage,1953.12,0.000512,128,64,247.076,1,2.59739,-1.14101,-3.73841
Barrage,244.141,0.004096,1024,64,230.172,1,2.63312,-1.13402,-3.76714
Barrage,488.281,0.002048,512,64,226.796,1,2.70355,-1.11919,-3.82275
Barrage,976.562,0.001024,256,32,241.544,1,2.77164,-1.10082,-3.87245
Barrage,244.141,0.004096,1024,64,249.378,1,2.79717,-1.09141,-3.88858
Barrage,976.562,0.001024,256,64,294.054,1,2.85293,-1.06394,-3.91688
Barrage,976.562,0.001024,256,16,307.924,1,2.89816,-1.03777,-3.93593
Barrage,976.562,0.001024,256,16,292.133,1,2.94746,-1.01583,-3.96329
Barrage,244.141,0.004096,1024,64,282.78,1,2.97409,-1.00657,-3.98067
Barrage,7812.5,0.000128,32,32,270.62,1,3.03628,-0.988692,-4.02497
Barrage,488.281,0.002048,512,64,259.365,1,3.10381,-0.972261,-4.07607
Barrage,488.281,0.002048,512,64,255.371,1,3.13813,-0.964636,-4.10276
Barrage,244.141,0.004096,1024,64,251.521,1,3.20473,-0.949503,-4.15423
Barrage,488.281,0.002048,512,64,264.535,1,3.26554,-0.933629,-4.19917
Barrage,244.141,0.004096,1024,64,268.573,1,3.31526,-0.917656,-4.23291
Barrage,488.281,0.002048,512,64,269.731,1,3.33525,-0.909518,-4.24477
Barrage,244.141,0.004096,1024,64,287.323,1,3.3721,-0.894395,-4.26649
Barrage,488.281,0.002048,512,64,308.461,1,3.40556,-0.87738,-4.28294
Barrage,1953.12,0.000512,128,64,306.703,1,3.43877,-0.863395,-4.30217
Barrage,488.281,0.002048,512,64,280.927,1,3.49142,-0.849419,-4.34084
Barrage,488.281,0.002048,512,64,251.959,1,3.54262,-0.841087,-4.3837
Barrage,976.562,0.001024,256,64,230.583,1,3.59153,-0.834684,-4.42622
Barrage,244.141,0.004096,1024,64,231.057,1,3.6158,-0.83151,-4.44731
Barrage,3906.25,0.000256,64,64,243.953,1,3.66389,-0.822407,-4.4863
Barrage,1953.12,0.000512,128,64,274.098,1,3.70397,-0.809374,-4.51334
Barrage,244.141,0.004096,1024,64,292.353,1,3.72331,-0.80043,-4.52374
Barrage,488.281,0.002048,512,64,319.513,1,3.75519,-0.783906,-4.53909
Barrage,488.281,0.002048,512,64,271.825,1,3.78771,-0.773269,-4.56098
Barrage,3906.25,0.000256,64,32,269.487,1,3.82098,-0.764913,-4.58589
Barrage,3906.25,0.000256,64,32,259.429,1,3.84678,-0.759628,-4.60641
Barrage,976.562,0.001024,256,16,256.529,1,3.88896,-0.752342,-4.6413
Barrage,244.141,0.004096,1024,64,244.531,1,3.93301,-0.746442,-4.67945
Barrage,488.281,0.002048,512,64,241.193,1,3.95554,-0.742614,-4.69815
Barrage,976.562,0.001024,256,64,255.977,1,3.99233,-0.735552,-4.72788
Barrage,976.562,0.001024,256,64,262.926,1,4.02764,-0.726688,-4.75433
Barrage,244.141,0.004096,1024,64,274.463,1,4.0404,-0.722825,-4.76322
Barrage,244.141,0.004096,1024,64,271.896,1,4.06393,-0.714817,-4.77875
Barrage,976.562,0.001024,256,64,315.422,1,4.09521,-0.701194,-4.7964
Barrage,488.281,0.002048,512,32,302.148,1,4.13172,-0.690486,-4.8222
Barrage,244.141,0.004096,1024,64,260.209,1,4.15148,-0.686737,-4.83822
Barrage,488.281,0.002048,512,64,238.694,1,4.18886,-0.682453,-4.87131
Barrage,1953.12,0.000512,128,8,227.244,1,4.22392,-0.679843,-4.90376
Barrage,3906.25,0.000256,64,64,231.785,1,4.24133,-0.678258,-4.91959
Barrage,976.562,0.001024,256,64,238.896,1,4.27725,-0.673007,-4.95026
Barrage,488.281,0.002048,512,64,275.023,1,4.31103,-0.663603,-4.97463
Barrage,488.281,0.002048,512,64,311.047,1,4.33821,-0.651616,-4.98983
Barrage,244.141,0.004096,1024,64,313.064,1,4.3504,-0.645993,-4.99639
Barrage,244.141,0.004096,1024,64,281.389,1,4.37205,-0.639471,-5.01152
Barrage,976.562,0.001024,256,64,269.564,1,4.40107,-0.633577,-5.03465
Barrage,488.281,0.002048,512,64,259.656,1,4.41894,-0.630638,-5.04958
Barrage,488.281,0.002048,512,64,254.945,1,4.45778,-0.625155,-5.08294
Barrage,488.281,0.002048,512,64,248.961,1,4.4971,-0.620245,-5.11734
Barrage,488.281,0.002048,512,64,255.613,1,4.53325,-0.614866,-5.14811
Barrage,976.562,0.001024,256,64,259.782,1,4.54905,-0.612017,-5.16107
Barrage,244.141,0.004096,1024,64,271.492,1,4.5737,-0.606046,-5.17975
Barrage,488.281,0.002048,512,64,283.504,1,4.59165,-0.600064,-5.19171
Barrage,488.281,0.002048,512,64,271.516,1,4.60051,-0.597378,-5.19788
Barrage,488.281,0.002048,512,64,317.237,1,4.62326,-0.588165,-5.21143
Barrage,244.141,0.004096,1024,64,302.535,1,4.65106,-0.580944,-5.232
Barrage,488.281,0.002048,512,64,255.512,1,4.68008,-0.577694,-5.25777
Barrage,976.562,0.001024,256,64,237.115,1,4.69415,-0.576905,-5.27106
Barrage,488.281,0.002048,512,64,225.091,1,4.72068,-0.575875,-5.29655
Barrage,976.562,0.001024,256,64,232.377,1,4.74676,-0.574022,-5.32078
Barrage,488.281,0.002048,512,64,250.546,1,4.75965,-0.572465,-5.33211
Barrage,488.281,0.002048,512,64,266.864,1,4.78478,-0.566125,-5.3509
Barrage,244.141,0.004096,1024,64,308.827,1,4.80343,-0.557875,-5.36131
Barrage,976.562,0.001024,256,32,313.186,1,4.82283,-0.550127,-5.37295
Barrage,488.281,0.002048,512,64,297.654,1,4.83281,-0.547368,-5.38018
Barrage,244.141,0.004096,1024,64,262.74,1,4.85315,-0.54425,-5.3974
Barrage,488.281,0.002048,512,64,243.919,1,4.87614,-0.542367,-5.41851
Barrage,488.281,0.002048,512,64,238.563,1,4.88935,-0.541524,-5.43087
Barrage,488.281,0.002048,512,64,238.363,1,4.91853,-0.539255,-5.45778
Barrage,488.281,0.002048,512,64,252.502,1,4.94894,-0.535145,-5.48409
Barrage,7812.5,0.000128,32,64,269.442,1,4.96282,-0.532564,-5.49538
Barrage,488.281,0.002048,512,64,285.002,1,4.98627,-0.526137,-5.51241
Barrage,488.281,0.002048,512,64,301.476,1,5.00362,-0.518764,-5.52238
Barrage,976.562,0.001024,256,16,298.723,1,5.0212,-0.512531,-5.53373
Barrage,488.281,0.002048,512,64,300.096,1,5.03207,-0.509367,-5.54143
Barrage,488.281,0.002048,512,64,280.217,1,5.05728,-0.504721,-5.562
Barrage,488.281,0.002048,512,64,260.385,1,5.0852,-0.501591,-5.58679
Barrage,488.281,0.002048,512,64,253.287,1,5.09927,-0.500506,-5.59978
Barrage,244.141,0.004096,1024,64,240.992,1,5.12469,-0.498928,-5.62362
Barrage,244.141,0.004096,1024,64,243.142,1,5.14481,-0.497333,-5.64214
Barrage,488.281,0.002048,512,64,258.712,1,5.15951,-0.49527,-5.65478
Barrage,7812.5,0.000128,32,64,275.726,1,5.16598,-0.493476,-5.65946
Barrage,244.141,0.004096,1024,64,309.524,1,5.18057,-0.487885,-5.66846
Barrage,244.141,0.004096,1024,64,305.51,1,5.19597,-0.482624,-5.67859
Barrage,244.141,0.004096,1024,64,273.792,1,5.20396,-0.480924,-5.68488
Barrage,976.562,0.001024,256,64,246.649,1,5.22063,-0.479288,-5.69992
Barrage,1953.12,0.000512,128,32,233.156,1,5.23904,-0.478845,-5.71789
Barrage,488.281,0.002048,512,64,234.503,1,5.26112,-0.478024,-5.73914
Barrage,244.141,0.004096,1024,64,245.217,1,5.27371,-0.476916,-5.75062
Barrage,488.281,0.002048,512,64,266.207,1,5.29765,-0.473905,-5.77156
Barrage,488.281,0.002048,512,64,291.079,1,5.3172,-0.469362,-5.78656
Barrage,976.562,0.001024,256,64,307.187,1,5.32502,-0.466559,-5.79158
Barrage,244.141,0.004096,1024,64,308.178,1,5.3377,-0.461226,-5.79893
Barrage,244.141,0.004096,1024,64,299.747,1,5.35205,-0.456294,-5.80834
Barrage,488.281,0.002048,512,64,300.973,1,5.36685,-0.452709,-5.81956
Barrage,244.141,0.004096,1024,64,272.952,1,5.37813,-0.451113,-5.82924
Barrage,488.281,0.002048,512,64,262.269,1,5.40174,-0.44891,-5.85065
Barrage,244.141,0.004096,1024,64,250.38,1,5.42499,-0.44736,-5.87235
Barrage,244.141,0.004096,1024,64,243.859,1,5.43466,-0.446965,-5.88162
Barrage,976.562,0.001024,256,64,242.021,1,5.45059,-0.446096,-5.89669
Barrage,244.141,0.004096,1024,64,253.666,1,5.46214,-0.444377,-5.90652
Barrage,976.562,0.001024,256,64,277.586,1,5.47118,-0.441213,-5.91239
Barrage,488.281,0.002048,512,64,295.462,1,5.47689,-0.439117,-5.916
Barrage,488.281,0.002048,512,64,300.817,1,5.48964,-0.434987,-5.92462
Barrage,488.281,0.002048,512,64,280.368,1,5.50238,-0.432807,-5.93519
Barrage,244.141,0.004096,1024,64,265.706,1,5.50905,-0.432402,-5.94145
Barrage,488.281,0.002048,512,64,245.119,1,5.52433,-0.432223,-5.95655
Barrage,488.281,0.002048,512,64,228.468,1,5.54255,-0.431838,-5.97439
Barrage,488.281,0.002048,512,64,245.915,1,5.55466,-0.430977,-5.98564
Barrage,488.281,0.002048,512,64,308.783,1,-2.68382,-8.68329,-5.99947
Barrage,488.281,0.002048,512,64,289.672,1,-2.51869,-7.63323,-5.11454
Barrage,244.141,0.004096,1024,64,266.734,1,-2.14474,-6.28593,-4.14119
Barrage,488.281,0.002048,512,64,255.735,1,-1.78155,-5.44048,-3.65893
Barrage,488.281,0.002048,512,64,235.037,1,-1.45803,-4.84777,-3.38974
Barrage,488.281,0.002048,512,64,240.424,1,-1.31621,-4.60329,-3.28709
Barrage,488.281,0.002048,512,64,251.812,1,-1.07145,-4.17632,-3.10487
Barrage,976.562,0.001024,256,64,273.974,1,-0.87913,-3.79211,-2.91298
Barrage,3906.25,0.000256,64,32,288.14,1,-0.799354,-3.61028,-2.81093
Barrage,488.281,0.002048,512,64,332.306,1,-0.642079,-3.2884,-2.64632
Barrage,488.281,0.002048,512,64,313.201,1,-0.4692,-3.02662,-2.55742
