Type,Subcarrier Spacing,Symbol time,Subcarriers FFT,CP length,Average Received Power (mW),Threshold,SNR,Average Signal Power,Average Noise Power
Clean,244.141,0.004096,1024,64,0.356454,0,16.3312,-19.7573,-36.0884
Clean,1953.12,0.000512,128,16,0.0287073,0,16.3345,-19.7578,-36.0923
Clean,488.281,0.002048,512,64,0.0386622,0,16.3334,-19.7562,-36.0896
Clean,976.562,0.001024,256,16,0.0247243,0,16.3389,-19.7579,-36.0967
Clean,1953.12,0.000512,128,8,0.0232468,0,16.3411,-19.7585,-36.0996
Clean,244.141,0.004096,1024,64,0.0221999,0,16.3455,-19.7594,-36.105
Clean,976.562,0.001024,256,32,0.0289973,0,16.3359,-19.7586,-36.0945
Clean,244.141,0.004096,1024,64,0.0397924,0,16.3378,-19.759,-36.0968
Clean,976.562,0.001024,256,64,0.037683,0,16.3422,-19.7601,-36.1024
Clean,488.281,0.002048,512,64,0.106369,0,16.342,-19.7602,-36.1022
Clean,7812.5,0.000128,32,32,0.0252938,0,16.3466,-19.7615,-36.108
Clean,244.141,0.004096,1024,64,0.0251068,0,16.3487,-19.7622,-36.1109
Clean,488.281,0.002048,512,64,0.0648511,0,16.3449,-19.7616,-36.1065
Clean,244.141,0.004096,1024,64,0.0325246,0,16.3492,-19.7624,-36.1116
Clean,488.281,0.002048,512,32,0.0314964,0,16.3511,-19.7628,-36.1139
Clean,976.562,0.001024,256,16,0.0302596,0,16.3498,-19.7624,-36.1122
Clean,488.281,0.002048,512,64,0.0243218,0,16.3522,-19.7631,-36.1153
Clean,244.141,0.004096,1024,64,0.0306124,0,16.3566,-19.764,-36.1206
Clean,1953.12,0.000512,128,32,0.0349236,0,16.3532,-19.7632,-36.1164
Clean,244.141,0.004096,1024,64,0.032718,0,16.3571,-19.7642,-36.1214
Clean,488.281,0.002048,512,64,0.0772014,0,16.3602,-19.7646,-36.1248
Clean,244.141,0.004096,1024,64,0.0446404,0,16.362,-19.7651,-36.1271
Clean,244.141,0.004096,1024,64,0.0448959,0,16.3644,-19.7647,-36.1291
Clean,976.562,0.001024,256,32,0.0518378,0,16.3646,-19.7635,-36.1282
Clean,976.562,0.001024,256,32,0.250746,0,16.3435,-19.7586,-36.1021
Clean,488.281,0.002048,512,64,0.0271651,0,16.347,-19.7589,-36.1058
Clean,488.281,0.002048,512,64,0.0437772,0,16.3501,-19.7589,-36.109
Clean,488.281,0.002048,512,64,0.209095,0,16.3501,-19.7581,-36.1082
Clean,244.141,0.004096,1024,64,0.117258,0,16.3496,-19.7566,-36.1062
Clean,1953.12,0.000512,128,64,0.0372801,0,16.352,-19.7566,-36.1086
Clean,976.562,0.001024,256,16,0.0494525,0,16.3552,-19.7561,-36.1113
Clean,3906.25,0.000256,64,32,0.38793,0,16.3535,-19.7552,-36.1087
Clean,488.281,0.002048,512,64,0.0289467,0,16.3577,-19.7561,-36.1139
Clean,244.141,0.004096,1024,64,0.026221,0,16.3608,-19.7567,-36.1175
Clean,976.562,0.001024,256,64,0.162127,0,16.3635,-19.7571,-36.1206
Clean,976.562,0.001024,256,64,0.0290493,0,16.3657,-19.7577,-36.1234
Clean,244.141,0.004096,1024,64,0.0245508,0,16.3701,-19.7587,-36.1288
Clean,244.141,0.004096,1024,64,0.198901,0,16.3682,-19.758,-36.1261
Clean,976.562,0.001024,256,16,0.0322076,0,16.3704,-19.7584,-36.1288
Clean,244.141,0.004096,1024,64,0.0244734,0,16.3747,-19.7596,-36.1344
Clean,976.562,0.001024,256,64,0.0286169,0,16.3789,-19.7605,-36.1394
Clean,244.141,0.004096,1024,64,0.026653,0,16.3796,-19.7606,-36.1403
Clean,244.141,0.004096,1024,64,0.0250287,0,16.3819,-19.7608,-36.1427
Clean,488.281,0.002048,512,64,0.025577,0,16.3799,-19.7602,-36.14
Clean,488.281,0.002048,512,64,0.0256922,0,16.3843,-19.7611,-36.1454
Clean,3906.25,0.000256,64,32,0.024135,0,16.3864,-19.7618,-36.1482
Clean,488.281,0.002048,512,64,0.0618473,0,16.3902,-19.7626,-36.1527
Clean,976.562,0.001024,256,32,0.024394,0,16.3904,-19.7622,-36.1525
Clean,244.141,0.004096,1024,64,0.0243309,0,16.3945,-19.7635,-36.158
Clean,488.281,0.002048,512,64,0.0239979,0,16.3966,-19.7641,-36.1607
Clean,976.562,0.001024,256,16,0.0241932,0,16.4008,-19.7649,-36.1657
Clean,244.141,0.004096,1024,64,0.0587356,0,16.3963,-19.7636,-36.1599
Clean,976.562,0.001024,256,32,0.0650069,0,16.3975,-19.7633,-36.1608
Clean,1953.12,0.000512,128,32,0.0557712,0,16.3957,-19.7626,-36.1583
Clean,244.141,0.004096,1024,64,0.0442247,0,16.3985,-19.7628,-36.1612
Clean,244.141,0.004096,1024,64,0.034656,0,16.402,-19.7632,-36.1652
Clean,488.281,0.002048,512,64,0.0375593,0,16.4038,-19.7634,-36.1672
Clean,244.141,0.004096,1024,64,0.165301,0,16.4001,-19.7622,-36.1623
Clean,488.281,0.002048,512,64,0.0384322,0,16.4035,-19.7629,-36.1664
Clean,976.562,0.001024,256,64,0.0440264,0,16.4052,-19.7631,-36.1683
Clean,488.281,0.002048,512,64,0.0382218,0,16.4089,-19.7634,-36.1723
Clean,488.281,0.002048,512,64,0.0230201,0,16.4066,-19.7627,-36.1693
Clean,244.141,0.004096,1024,64,0.0278569,0,16.4084,-19.7627,-36.1712
Clean,1953.12,0.000512,128,32,0.0386806,0,16.4063,-19.7619,-36.1682
Clean,244.141,0.004096,1024,64,0.0248551,0,16.4101,-19.763,-36.1732
Clean,976.562,0.001024,256,64,0.0239413,0,16.4143,-19.764,-36.1783
Clean,488.281,0.002048,512,64,0.0286898,0,16.4161,-19.7645,-36.1806
Clean,1953.12,0.000512,128,8,0.0282968,0,16.4148,-19.7645,-36.1793
Clean,488.281,0.002048,512,64,0.0217178,0,16.4187,-19.7659,-36.1846
Clean,488.281,0.002048,512,64,0.0378037,0,16.4208,-19.7661,-36.1869
Clean,488.281,0.002048,512,64,0.0299612,0,16.4177,-19.7656,-36.1834
Clean,244.141,0.004096,1024,64,0.0262246,0,16.4214,-19.7663,-36.1877
Clean,488.281,0.002048,512,64,0.0257535,0,16.4254,-19.7671,-36.1925
Clean,488.281,0.002048,512,64,0.219141,0,16.4227,-19.7664,-36.1892
Clean,976.562,0.001024,256,64,0.0269605,0,16.4269,-19.7676,-36.1944
Clean,244.141,0.004096,1024,64,0.0247681,0,16.4311,-19.7684,-36.1995
Clean,244.141,0.004096,1024,64,0.027877,0,16.4331,-19.7688,-36.2019
Clean,1953.12,0.000512,128,32,0.233423,0,16.4318,-19.7686,-36.2004
Clean,976.562,0.001024,256,64,0.0239432,0,16.4359,-19.7697,-36.2056
Clean,976.562,0.001024,256,32,0.0386925,0,16.44,-19.7703,-36.2103
Clean,244.141,0.004096,1024,64,0.252565,0,16.4362,-19.7697,-36.2059
Clean,488.281,0.002048,512,32,0.0311701,0,16.4405,-19.7704,-36.2109
Clean,244.141,0.004096,1024,64,0.0283377,0,16.4368,-19.7695,-36.2063
Clean,244.141,0.004096,1024,64,0.185861,0,16.4388,-19.77,-36.2088
Clean,488.281,0.002048,512,64,0.026427,0,16.4428,-19.7712,-36.2141
Clean,488.281,0.002048,512,64,0.0295944,0,16.447,-19.772,-36.219
Clean,244.141,0.004096,1024,64,0.194459,0,16.4447,-19.7716,-36.2163
Clean,488.281,0.002048,512,64,0.0272636,0,16.4468,-19.772,-36.2189
Clean,488.281,0.002048,512,64,0.0248162,0,16.4508,-19.7733,-36.2241
Clean,488.281,0.002048,512,64,0.0361696,0,16.4549,-19.774,-36.2289
Clean,488.281,0.002048,512,64,0.0290471,0,16.452,-19.7734,-36.2254
Clean,244.141,0.004096,1024,64,0.0259624,0,16.4561,-19.7738,-36.2299
Clean,244.141,0.004096,1024,64,0.0531546,0,16.453,-19.7727,-36.2256
Clean,244.141,0.004096,1024,64,0.037862,0,16.4569,-19.7729,-36.2298
Clean,244.141,0.004096,1024,64,0.103214,0,16.4567,-19.7719,-36.2287
Clean,488.281,0.002048,512,64,0.0476511,0,16.4605,-19.772,-36.2326
Clean,15625,6.40E-05,16,16,0.397005,0,16.4546,-19.7704,-36.2251
Clean,488.281,0.002048,512,64,0.0371214,0,16.4566,-19.7705,-36.2271
Clean,976.562,0.001024,256,64,0.115983,0,16.458,-19.7695,-36.2276
Clean,244.141,0.004096,1024,64,0.0395432,0,16.4618,-19.7695,-36.2312
Clean,488.281,0.002048,512,64,0.239751,0,16.4577,-19.7683,-36.2259
Clean,976.562,0.001024,256,32,0.0279319,0,16.4614,-19.7691,-36.2305
Clean,1953.12,0.000512,128,64,0.0341118,0,16.461,-19.7695,-36.2304
Clean,244.141,0.004096,1024,64,0.0235395,0,16.4644,-19.7709,-36.2354
Clean,244.141,0.004096,1024,64,0.0244515,0,16.4661,-19.7717,-36.2378
Clean,488.281,0.002048,512,64,0.0327074,0,16.4504,-19.7721,-36.2225
Clean,244.141,0.004096,1024,64,0.0377684,0,16.4493,-19.772,-36.2213
Clean,488.281,0.002048,512,64,0.0241409,0,16.451,-19.7728,-36.2238
Clean,488.281,0.002048,512,64,0.0194843,0,16.4543,-19.7734,-36.2277
Clean,488.281,0.002048,512,64,0.287981,0,16.4412,-19.7701,-36.2113
Clean,488.281,0.002048,512,64,0.0265728,0,16.4428,-19.7706,-36.2135
Clean,244.141,0.004096,1024,64,0.0217548,0,16.4459,-19.7717,-36.2176
Clean,976.562,0.001024,256,64,0.0371291,0,16.4442,-19.7718,-36.2161
Clean,244.141,0.004096,1024,64,0.026277,0,16.4471,-19.7727,-36.2198
Clean,488.281,0.002048,512,64,0.0218682,0,16.4489,-19.7735,-36.2223
Clean,1953.12,0.000512,128,64,0.0388704,0,16.4525,-19.7744,-36.2269
Clean,244.141,0.004096,1024,64,0.233722,0,16.449,-19.7738,-36.2228
Clean,3906.25,0.000256,64,64,0.446057,0,16.4257,-19.7734,-36.1991
Clean,488.281,0.002048,512,64,0.0313635,0,16.4277,-19.7737,-36.2014
Clean,244.141,0.004096,1024,64,0.0232976,0,16.4259,-19.7737,-36.1996
Clean,244.141,0.004096,1024,64,0.0219206,0,16.4287,-19.7749,-36.2036
Clean,488.281,0.002048,512,64,0.0341677,0,16.4304,-19.7754,-36.2057
Clean,244.141,0.004096,1024,64,0.0286955,0,16.4336,-19.7762,-36.2098
Clean,244.141,0.004096,1024,64,0.02912,0,16.437,-19.7765,-36.2135
Clean,488.281,0.002048,512,64,0.0309934,0,16.4347,-19.7762,-36.2108
Clean,244.141,0.004096,1024,64,0.0309527,0,16.4363,-19.7765,-36.2128
Clean,244.141,0.004096,1024,64,0.0331233,0,16.4394,-19.7777,-36.2171
Clean,244.141,0.004096,1024,64,0.042742,0,16.4427,-19.7779,-36.2206
Clean,488.281,0.002048,512,64,0.0278712,0,16.439,-19.7771,-36.2161
Clean,244.141,0.004096,1024,64,0.0286004,0,16.4422,-19.778,-36.2202
Clean,1953.12,0.000512,128,64,0.0262872,0,16.4458,-19.7789,-36.2247
Clean,488.281,0.002048,512,64,0.0269012,0,16.4498,-19.7797,-36.2295
Clean,244.141,0.004096,1024,64,0.0355247,0,16.4519,-19.7796,-36.2315
Clean,488.281,0.002048,512,64,0.0392982,0,16.4553,-19.7798,-36.2351
Clean,976.562,0.001024,256,64,0.0274528,0,16.452,-19.779,-36.231
Clean,1953.12,0.000512,128,4,0.0279431,0,16.4539,-19.7793,-36.2332
Clean,976.562,0.001024,256,32,0.0324848,0,16.4579,-19.7799,-36.2378
Clean,976.562,0.001024,256,32,0.0292656,0,16.4553,-19.7793,-36.2345
Clean,488.281,0.002048,512,64,0.0305863,0,16.4593,-19.78,-36.2393
Clean,488.281,0.002048,512,64,0.0283471,0,16.4604,-19.7802,-36.2406
Clean,7812.5,0.000128,32,16,0.0362063,0,16.4642,-19.7813,-36.2455
Clean,976.562,0.001024,256,64,0.0312931,0,16.4674,-19.7822,-36.2496
Clean,244.141,0.004096,1024,64,0.127289,0,16.4667,-19.7819,-36.2486
Clean,244.141,0.004096,1024,64,0.0876307,0,16.4697,-19.7817,-36.2515
Clean,488.281,0.002048,512,64,0.0213091,0,16.4732,-19.7831,-36.2563
Clean,488.281,0.002048,512,64,0.0411249,0,16.4752,-19.7833,-36.2584
Clean,488.281,0.002048,512,64,0.139268,0,16.476,-19.7834,-36.2594
Clean,488.281,0.002048,512,32,0.0257084,0,16.4789,-19.7832,-36.2621
Clean,488.281,0.002048,512,64,0.0339106,0,16.4825,-19.7841,-36.2667
Clean,488.281,0.002048,512,64,0.0242944,0,16.4842,-19.7845,-36.2687
Clean,488.281,0.002048,512,64,0.0444506,0,16.4875,-19.7852,-36.2728
Clean,244.141,0.004096,1024,64,0.0404568,0,16.4787,-19.7842,-36.263
Clean,976.562,0.001024,256,16,0.0281599,0,16.4804,-19.7846,-36.265
Clean,244.141,0.004096,1024,64,0.0366936,0,16.4837,-19.7854,-36.2692
Clean,488.281,0.002048,512,64,0.0438004,0,16.487,-19.786,-36.273
Clean,488.281,0.002048,512,64,0.0370689,0,16.4795,-19.7852,-36.2647
Clean,976.562,0.001024,256,32,0.0287563,0,16.4813,-19.7856,-36.2668
Clean,488.281,0.002048,512,64,0.0265538,0,16.4846,-19.7866,-36.2712
Clean,488.281,0.002048,512,64,0.0334224,0,16.4878,-19.7872,-36.275
Clean,244.141,0.004096,1024,64,0.0260254,0,16.4793,-19.7861,-36.2654
Clean,244.141,0.004096,1024,64,0.0449762,0,16.4819,-19.7863,-36.2682
Clean,488.281,0.002048,512,64,0.0427487,0,16.4801,-19.7856,-36.2656
Clean,976.562,0.001024,256,16,0.0476538,0,16.4827,-19.7859,-36.2686
Clean,488.281,0.002048,512,64,0.0378843,0,16.4839,-19.786,-36.2699
Clean,488.281,0.002048,512,64,0.0638582,0,16.4864,-19.786,-36.2723
Clean,976.562,0.001024,256,32,0.234481,0,16.4855,-19.7855,-36.271
Clean,244.141,0.004096,1024,64,0.0418125,0,16.4869,-19.7857,-36.2725
Clean,488.281,0.002048,512,64,0.0388563,0,16.4899,-19.7861,-36.276
Clean,488.281,0.002048,512,64,0.0663117,0,16.4919,-19.7858,-36.2777
Clean,1953.12,0.000512,128,64,0.0552297,0,16.4888,-19.7857,-36.2745
Clean,488.281,0.002048,512,64,0.0203772,0,16.4906,-19.7861,-36.2768
Clean,976.562,0.001024,256,16,0.0348146,0,16.4859,-19.783,-36.2689
Clean,488.281,0.002048,512,64,0.032885,0,16.4894,-19.7841,-36.2736
Clean,488.281,0.002048,512,64,0.021919,0,16.491,-19.7849,-36.2759
Clean,976.562,0.001024,256,64,0.0316196,0,16.4943,-19.7858,-36.2802
Clean,7812.5,0.000128,32,32,0.0344188,0,16.4693,-19.7845,-36.2538
Clean,244.141,0.004096,1024,64,0.0260352,0,16.4726,-19.7859,-36.2585
Clean,488.281,0.002048,512,64,0.0223426,0,16.4744,-19.7864,-36.2607
Clean,244.141,0.004096,1024,64,0.026675,0,16.4717,-19.7862,-36.2579
Clean,244.141,0.004096,1024,64,0.0348672,0,16.4587,-19.7861,-36.2448
Clean,244.141,0.004096,1024,64,0.0252888,0,16.4604,-19.7866,-36.247
Clean,488.281,0.002048,512,64,0.021298,0,16.4621,-19.7865,-36.2486
Clean,488.281,0.002048,512,64,0.052229,0,16.4479,-19.7861,-36.234
Clean,488.281,0.002048,512,64,0.0187142,0,16.4512,-19.787,-36.2382
Clean,3906.25,0.000256,64,64,0.0377346,0,16.4527,-19.7875,-36.2402
Clean,488.281,0.002048,512,64,0.0796016,0,16.4539,-19.7879,-36.2418
Clean,244.141,0.004096,1024,64,0.196216,0,16.4506,-19.7874,-36.238
Clean,976.562,0.001024,256,32,0.0218291,0,16.4523,-19.7879,-36.2402
Clean,244.141,0.004096,1024,64,0.0240417,0,16.4526,-19.7882,-36.2407
Clean,488.281,0.002048,512,64,0.0369252,0,16.4478,-19.788,-36.2358
Clean,244.141,0.004096,1024,64,0.0353538,0,16.4493,-19.7878,-36.2371
Clean,244.141,0.004096,1024,64,0.04196,0,16.4483,-19.7875,-36.2357
Clean,488.281,0.002048,512,64,0.0497928,0,16.4513,-19.7877,-36.239
Clean,976.562,0.001024,256,64,0.0315128,0,16.453,-19.7874,-36.2404
Clean,488.281,0.002048,512,64,0.0388967,0,16.4505,-19.7866,-36.2371
Clean,244.141,0.004096,1024,64,0.0459356,0,16.4534,-19.7871,-36.2406
Clean,976.562,0.001024,256,64,0.0410907,0,16.4563,-19.7877,-36.244
Clean,244.141,0.004096,1024,64,0.0324986,0,16.4577,-19.7872,-36.2448
Clean,244.141,0.004096,1024,64,0.0354087,0,16.4563,-19.7867,-36.243
Clean,244.141,0.004096,1024,64,0.0418003,0,16.4594,-19.7876,-36.2469
Clean,488.281,0.002048,512,64,0.0251375,0,16.46,-19.7882,-36.2481
Clean,488.281,0.002048,512,64,0.0279375,0,16.4617,-19.7885,-36.2502
Clean,488.281,0.002048,512,64,0.0193349,0,16.4649,-19.7898,-36.2547
Clean,244.141,0.004096,1024,64,0.0203176,0,16.4682,-19.7909,-36.2591
Clean,488.281,0.002048,512,64,0.0220402,0,16.467,-19.7908,-36.2578
Clean,488.281,0.002048,512,64,0.246033,0,16.4538,-19.7885,-36.2422
Clean,244.141,0.004096,1024,64,0.025523,0,16.457,-19.7898,-36.2467
Clean,488.281,0.002048,512,64,0.0256919,0,16.4603,-19.7902,-36.2505
Clean,244.141,0.004096,1024,64,0.095751,0,16.457,-19.7886,-36.2456
Clean,488.281,0.002048,512,64,0.0587984,0,16.4603,-19.7886,-36.249
Clean,488.281,0.002048,512,64,0.0574486,0,16.4581,-19.7877,-36.2458
Clean,244.141,0.004096,1024,64,0.0474161,0,16.4596,-19.788,-36.2476
Clean,976.562,0.001024,256,64,0.0278125,0,16.4626,-19.7887,-36.2513
Clean,244.141,0.004096,1024,64,0.0497023,0,16.4656,-19.7889,-36.2545
Clean,488.281,0.002048,512,64,0.0310878,0,16.4685,-19.7891,-36.2576
Clean,488.281,0.002048,512,64,0.0413251,0,16.4699,-19.7895,-36.2593
Clean,244.141,0.004096,1024,64,0.0446789,0,16.472,-19.7896,-36.2616
Clean,1953.12,0.000512,128,8,0.0394484,0,16.4681,-19.7883,-36.2564
Clean,488.281,0.002048,512,64,0.0320907,0,16.4696,-19.7886,-36.2582
Clean,488.281,0.002048,512,64,0.0424527,0,16.4196,-19.7854,-36.205
Clean,244.141,0.004096,1024,64,0.0270199,0,16.4181,-19.7853,-36.2033
Clean,488.281,0.002048,512,64,0.0253592,0,16.4216,-19.7856,-36.2072
Clean,488.281,0.002048,512,64,0.0224964,0,16.4232,-19.7863,-36.2094
Clean,976.562,0.001024,256,64,0.0246973,0,16.4264,-19.7871,-36.2135
Clean,488.281,0.002048,512,64,0.0273078,0,16.4247,-19.787,-36.2118
Clean,244.141,0.004096,1024,64,0.0248301,0,16.4264,-19.7876,-36.214
Clean,244.141,0.004096,1024,64,0.0240962,0,16.4288,-19.7885,-36.2173
Clean,488.281,0.002048,512,64,0.0225758,0,16.4273,-19.7881,-36.2154
Clean,244.141,0.004096,1024,64,0.0341709,0,16.429,-19.7885,-36.2176
Clean,244.141,0.004096,1024,64,0.0566303,0,16.4324,-19.7894,-36.2218
Clean,488.281,0.002048,512,64,0.0826862,0,16.4339,-19.7897,-36.2236
Clean,488.281,0.002048,512,64,0.0325513,0,16.4372,-19.7907,-36.2279
Clean,976.562,0.001024,256,16,0.0271228,0,16.4387,-19.7913,-36.23
Clean,1953.12,0.000512,128,64,0.0320866,0,16.4373,-19.791,-36.2283
Clean,488.281,0.002048,512,64,0.0230601,0,16.4399,-19.7918,-36.2317
Clean,488.281,0.002048,512,64,0.0239721,0,16.4414,-19.7925,-36.2339
Clean,488.281,0.002048,512,64,0.0206049,0,16.4447,-19.7935,-36.2382
Clean,3906.25,0.000256,64,32,0.0324089,0,16.4428,-19.7935,-36.2362
Clean,488.281,0.002048,512,64,0.0216696,0,16.4446,-19.7941,-36.2386
Clean,488.281,0.002048,512,64,0.0297293,0,16.4472,-19.7949,-36.2421
Clean,488.281,0.002048,512,64,0.0292404,0,16.4472,-19.7948,-36.242
Clean,488.281,0.002048,512,64,0.0300747,0,16.4502,-19.7957,-36.2459
Clean,244.141,0.004096,1024,64,0.0219989,0,16.4516,-19.7963,-36.2479
Clean,1953.12,0.000512,128,16,0.0476646,0,16.4514,-19.7958,-36.2472
Clean,244.141,0.004096,1024,64,0.0299654,0,16.4537,-19.7965,-36.2502
Clean,488.281,0.002048,512,64,0.0269771,0,16.4568,-19.7974,-36.2542
Clean,244.141,0.004096,1024,64,0.025518,0,16.4583,-19.7974,-36.2557
Clean,488.281,0.002048,512,64,0.0366322,0,16.4562,-19.7973,-36.2535
Clean,488.281,0.002048,512,64,0.02402,0,16.4594,-19.7981,-36.2575
Clean,244.141,0.004096,1024,64,0.030454,0,16.4609,-19.7986,-36.2595
Clean,976.562,0.001024,256,64,0.0259635,0,16.464,-19.7998,-36.2638
Clean,488.281,0.002048,512,64,0.0228429,0,16.4672,-19.8009,-36.268
Clean,976.562,0.001024,256,64,0.399961,0,16.4628,-19.8005,-36.2633
Clean,244.141,0.004096,1024,64,0.0264795,0,16.4644,-19.8011,-36.2655
Clean,488.281,0.002048,512,64,0.0243329,0,16.4544,-19.7994,-36.2539
Clean,488.281,0.002048,512,64,0.0229022,0,16.4507,-19.7992,-36.2499
Clean,488.281,0.002048,512,64,0.16188,0,16.452,-19.7996,-36.2516
Clean,244.141,0.004096,1024,64,0.0235405,0,16.455,-19.8009,-36.2559
Clean,1953.12,0.000512,128,8,0.117819,0,16.4455,-19.7988,-36.2442
Clean,976.562,0.001024,256,16,0.0363083,0,16.4481,-19.7994,-36.2475
Clean,244.141,0.004096,1024,64,0.0326639,0,16.4494,-19.7997,-36.2491
Clean,244.141,0.004096,1024,64,0.0703069,0,16.4473,-19.7985,-36.2458
Clean,488.281,0.002048,512,64,0.0334186,0,16.4502,-19.7989,-36.2491
Clean,244.141,0.004096,1024,64,0.0314341,0,16.4515,-19.7992,-36.2507
Clean,3906.25,0.000256,64,64,0.0354333,0,16.4539,-19.7989,-36.2528
Clean,488.281,0.002048,512,32,0.0413898,0,16.452,-19.7981,-36.2501
Clean,244.141,0.004096,1024,64,0.0359983,0,16.4547,-19.7986,-36.2533
Clean,488.281,0.002048,512,64,0.0362824,0,16.4561,-19.7988,-36.2549
Clean,244.141,0.004096,1024,64,0.0426434,0,16.4593,-19.7983,-36.2577
Clean,488.281,0.002048,512,64,0.0215848,0,16.4628,-19.7989,-36.2617
Clean,976.562,0.001024,256,64,0.0365317,0,16.4644,-19.7993,-36.2637
Clean,488.281,0.002048,512,64,0.0264669,0,16.4664,-19.7997,-36.266
Clean,488.281,0.002048,512,64,0.0273378,0,16.4694,-19.8008,-36.2702
Clean,488.281,0.002048,512,64,0.031085,0,16.4706,-19.8013,-36.2718
Clean,488.281,0.002048,512,64,0.0286478,0,16.4738,-19.8022,-36.2759
Clean,244.141,0.004096,1024,64,0.0218799,0,16.4748,-19.8024,-36.2772
Clean,244.141,0.004096,1024,64,0.0264099,0,16.4777,-19.8036,-36.2813
Clean,488.281,0.002048,512,64,0.0236161,0,16.4792,-19.8042,-36.2834
Clean,244.141,0.004096,1024,64,0.0212461,0,16.4823,-19.8052,-36.2875
Clean,488.281,0.002048,512,64,0.0207708,0,16.4768,-19.805,-36.2818
Clean,488.281,0.002048,512,64,0.0248191,0,16.4779,-19.8049,-36.2829
Clean,488.281,0.002048,512,64,0.0245584,0,16.4773,-19.8051,-36.2824
Clean,244.141,0.004096,1024,64,0.0453508,0,16.4791,-19.8055,-36.2846
Clean,488.281,0.002048,512,64,0.0194921,0,16.482,-19.8065,-36.2885
Clean,976.562,0.001024,256,64,0.0263391,0,16.4834,-19.8068,-36.2902
Clean,488.281,0.002048,512,64,0.0216582,0,16.4828,-19.8069,-36.2897
Clean,244.141,0.004096,1024,64,0.0410483,0,16.4858,-19.8077,-36.2935
Clean,488.281,0.002048,512,64,0.0234772,0,16.4874,-19.8081,-36.2955
Clean,244.141,0.004096,1024,64,0.0184822,0,16.4904,-19.8088,-36.2992
Clean,244.141,0.004096,1024,64,0.0348002,0,16.4935,-19.8093,-36.3028
Clean,976.562,0.001024,256,32,0.0430017,0,16.4963,-19.8093,-36.3056
Clean,976.562,0.001024,256,16,0.0650918,0,16.4917,-19.8076,-36.2992
Clean,488.281,0.002048,512,64,0.093161,0,16.495,-19.8078,-36.3028
Clean,244.141,0.004096,1024,64,0.0316367,0,16.4983,-19.8082,-36.3065
Clean,7812.5,0.000128,32,64,0.0321151,0,16.4997,-19.8084,-36.3081
Clean,488.281,0.002048,512,64,0.0785038,0,16.497,-19.8068,-36.3038
Clean,488.281,0.002048,512,64,0.0377139,0,16.5001,-19.8073,-36.3075
Clean,488.281,0.002048,512,64,0.0293463,0,16.5019,-19.8076,-36.3095
Clean,976.562,0.001024,256,64,0.0299068,0,16.5051,-19.8078,-36.313
Clean,976.562,0.001024,256,64,0.079843,0,16.5083,-19.8071,-36.3154
Clean,244.141,0.004096,1024,64,0.0325629,0,16.5088,-19.8067,-36.3155
Clean,244.141,0.004096,1024,64,0.0254889,0,16.5103,-19.8071,-36.3175
Clean,244.141,0.004096,1024,64,0.0255781,0,16.5135,-19.8079,-36.3215
Clean,488.281,0.002048,512,64,0.0260013,0,16.5168,-19.8087,-36.3255
Clean,244.141,0.004096,1024,64,0.0270161,0,16.5165,-19.8086,-36.3251
Clean,244.141,0.004096,1024,64,0.0242452,0,16.5182,-19.809,-36.3272
Clean,976.562,0.001024,256,16,0.02279,0,16.5213,-19.8099,-36.3312
Clean,488.281,0.002048,512,64,0.0234212,0,16.5235,-19.8103,-36.3339
Clean,488.281,0.002048,512,64,0.0301204,0,16.5251,-19.8105,-36.3356
Clean,244.141,0.004096,1024,64,0.0211403,0,16.528,-19.8116,-36.3396
Clean,244.141,0.004096,1024,64,0.0245018,0,16.5281,-19.8118,-36.3399
Clean,244.141,0.004096,1024,64,0.0290089,0,16.5296,-19.8123,-36.3419
Clean,244.141,0.004096,1024,64,0.0239515,0,16.5326,-19.8133,-36.3459
Clean,488.281,0.002048,512,64,0.065881,0,16.5352,-19.814,-36.3492
Clean,488.281,0.002048,512,64,0.0226133,0,16.5362,-19.8138,-36.35
Clean,488.281,0.002048,512,64,0.0292591,0,16.5377,-19.8142,-36.352
Clean,244.141,0.004096,1024,64,0.0232158,0,16.5406,-19.8154,-36.356
Clean,976.562,0.001024,256,64,0.0285371,0,16.5427,-19.8159,-36.3586
Clean,976.562,0.001024,256,32,0.0217176,0,16.544,-19.8156,-36.3596
Clean,244.141,0.004096,1024,64,0.0336809,0,16.5472,-19.8161,-36.3634
Clean,976.562,0.001024,256,64,0.0493582,0,16.5492,-19.8159,-36.3651
Clean,488.281,0.002048,512,64,0.0412877,0,16.5524,-19.816,-36.3684
Clean,244.141,0.004096,1024,64,0.050612,0,16.5538,-19.8161,-36.3699
Clean,488.281,0.002048,512,64,0.0272033,0,16.5569,-19.8167,-36.3735
Clean,244.141,0.004096,1024,64,0.0457948,0,16.5368,-19.8156,-36.3524
Clean,488.281,0.002048,512,64,0.0241443,0,16.5383,-19.816,-36.3543
Clean,488.281,0.002048,512,64,0.0550451,0,16.5412,-19.8162,-36.3574
Clean,488.281,0.002048,512,64,0.0368659,0,16.5439,-19.8167,-36.3606
Clean,244.141,0.004096,1024,64,0.0243523,0,16.5471,-19.8174,-36.3645
Clean,488.281,0.002048,512,64,0.0280796,0,16.5488,-19.8176,-36.3664
Clean,244.141,0.004096,1024,64,0.0274806,0,16.5474,-19.8172,-36.3647
